pose
"[-1.875, 5.875]"
"[-1.625, 5.875]"
"[-1.375, 5.875]"
"[-1.125, 5.875]"
"[-0.875, 5.875]"
"[-0.625, 5.875]"
"[-0.375, 5.875]"
"[-0.125, 5.875]"
"[0.125, 5.875]"
"[0.375, 5.875]"
"[0.625, 5.875]"
"[0.875, 5.875]"
"[1.125, 5.875]"
"[1.375, 5.875]"
"[1.625, 5.875]"
"[-1.875, 6.125]"
"[-1.625, 6.125]"
"[-1.375, 6.125]"
"[-1.125, 6.125]"
"[-0.875, 6.125]"
"[-0.625, 6.125]"
"[-0.375, 6.125]"
"[-0.125, 6.125]"
"[0.125, 6.125]"
"[0.375, 6.125]"
"[0.625, 6.125]"
"[0.875, 6.125]"
"[1.125, 6.125]"
"[1.375, 6.125]"
"[1.625, 6.125]"
"[-1.875, 6.375]"
"[-1.625, 6.375]"
"[-1.375, 6.375]"
"[-1.125, 6.375]"
"[-0.875, 6.375]"
"[-0.625, 6.375]"
"[-0.375, 6.375]"
"[-0.125, 6.375]"
"[0.125, 6.375]"
"[0.375, 6.375]"
"[0.625, 6.375]"
"[0.875, 6.375]"
"[1.125, 6.375]"
"[1.375, 6.375]"
"[1.625, 6.375]"
"[1.875, 6.375]"
"[2.125, 6.375]"
"[-1.625, 6.625]"
"[-1.375, 6.625]"
"[-1.125, 6.625]"
"[-0.875, 6.625]"
"[-0.625, 6.625]"
"[-0.375, 6.625]"
"[-0.125, 6.625]"
"[0.125, 6.625]"
"[0.375, 6.625]"
"[0.625, 6.625]"
"[0.875, 6.625]"
"[1.125, 6.625]"
"[1.375, 6.625]"
"[1.625, 6.625]"
"[1.875, 6.625]"
"[2.125, 6.625]"
"[-1.625, 6.875]"
"[-1.375, 6.875]"
"[-1.125, 6.875]"
"[-0.875, 6.875]"
"[-0.625, 6.875]"
"[-0.375, 6.875]"
"[-0.125, 6.875]"
"[0.125, 6.875]"
"[0.375, 6.875]"
"[0.625, 6.875]"
"[0.875, 6.875]"
"[1.125, 6.875]"
"[1.375, 6.875]"
"[1.625, 6.875]"
"[1.875, 6.875]"
"[2.125, 6.875]"
"[-1.625, 7.125]"
"[-1.375, 7.125]"
"[-1.125, 7.125]"
"[-0.875, 7.125]"
"[-0.625, 7.125]"
"[-0.375, 7.125]"
"[-0.125, 7.125]"
"[0.125, 7.125]"
"[0.375, 7.125]"
"[0.625, 7.125]"
"[0.875, 7.125]"
"[1.125, 7.125]"
"[1.375, 7.125]"
"[1.625, 7.125]"
"[1.875, 7.125]"
"[2.125, 7.125]"
"[1.375, 7.375]"
"[1.625, 7.375]"
"[1.875, 7.375]"
"[2.125, 7.375]"
"[1.375, 7.625]"
"[1.625, 7.625]"
"[1.875, 7.625]"
"[2.125, 7.625]"
