iterations,reward
412,3.12495
413,0.5416
414,1.022
415,0.72285
416,0.31045
417,0.47365
418,0.608
419,0.9148000000000001
420,1.2040000000000002
421,2.1238
422,0.2892
423,1.209
424,0.4133
425,0.42245
426,0.83575
427,0.8449
428,1.2582
429,1.26735
430,1.68065
431,1.6898
432,2.1031
433,2.11225
434,2.52555
435,2.5347
436,2.9741
437,3.2754
438,3.3810499999999997
439,3.6649999999999996
440,4.663799999999999
441,5.101399999999999
442,5.8020499999999995
443,6.4891499999999995
444,6.6042499999999995
445,7.265649999999999
446,7.525799999999999
447,7.546099999999999
448,8.48055
449,9.0842
450,0.90885
451,0.90885
452,0.47365
453,0.608
454,0.9148000000000001
455,1.2040000000000002
456,2.1238
457,0.4132
458,0.58125
459,0.94235
460,1.2212
461,1.73275
462,1.9671
463,2.9333
464,3.23555
465,3.68995
466,4.1459
467,4.5466
468,5.34825
469,0.1393
470,0.25375000000000003
471,0.30700000000000005
472,0.92005
473,1.7555
474,2.66435
475,0.9988
476,1.4364
477,2.13705
478,2.82415
479,2.93925
480,3.60065
481,3.8608
482,4.185849999999999
483,4.4963
484,0.777
485,1.025
486,1.3798
487,1.6158
488,1.6563999999999999
489,2.0734
490,2.1222499999999997
491,2.6638499999999996
492,3.1442499999999995
493,0.4544
494,0.91035
495,1.31105
496,2.1127000000000002
497,0.248
498,0.6028
499,0.8388
500,0.8794
501,1.2964
502,1.34525
503,1.88685
504,2.36725
505,0.36045
506,1.20595
507,1.64415
508,2.1985
509,2.3594
510,3.25825
511,3.8777
512,4.3055
513,0.9662
514,1.26845
515,1.7228500000000002
516,2.1788000000000003
517,2.5795000000000003
518,3.3811500000000003
519,0.72285
520,0.2892
521,1.209
522,0.1333
523,0.76235
524,1.0262
525,1.47195
526,2.3495
527,0.51155
528,0.7459
529,1.7121
530,2.01435
531,2.46875
532,2.9247
533,3.3254
534,4.1270500000000006
535,0.4565
536,1.2335
537,1.4815
538,1.8363
539,2.0723000000000003
540,2.1129000000000002
541,2.5299
542,2.57875
543,3.5406
544,3.98635
545,4.8639
546,0.48485
547,0.58685
548,0.9097
549,1.7479
550,2.6667
551,0.86
552,1.4771999999999998
553,2.2186
554,2.9782
555,3.0157000000000003
556,3.9250000000000003
557,4.64785
558,0.3611
559,0.63995
560,1.1515
561,1.38585
562,2.35205
563,2.6543
564,3.1087000000000002
565,3.4661000000000004
566,4.36495
567,4.9844
568,5.4122
569,0.4858
570,0.9136
571,0.5442
572,1.53045
573,1.8661
574,2.33975
575,2.4741
576,2.7809
577,3.0701
578,3.9899
579,0.8059
580,1.58685
581,2.5213
582,3.12495
583,0.0375
584,0.9468
585,1.6696499999999999
586,0.32505
587,0.6355
588,0.83545
589,1.7443
590,0.6871
591,0.8022
592,1.4636
593,1.72375
594,2.0488
595,2.35925
596,0.2859
597,0.7078
598,0.8411
599,1.4701499999999998
600,1.7339999999999998
601,2.17975
602,2.3459
603,2.94955
604,0.9093
605,1.63215
606,0.87755
607,0.60365
608,0.6654
609,1.28555
610,1.646
611,2.4915
612,2.9297
613,3.48405
614,3.6449499999999997
615,4.5438
616,5.16325
617,5.59105
618,0.44575
619,1.3233000000000001
620,0.61945
621,1.04725
622,0.4804
623,0.51155
624,0.7459
625,1.7121
626,2.01435
627,2.46875
628,2.9247
629,3.3254
630,4.1270500000000006
631,0.1333
632,0.76235
633,1.0262
634,1.47195
635,1.6381000000000001
636,2.24175
637,0.7381
638,1.1385
639,1.4244
640,1.8463
641,1.9796
642,2.60865
643,2.8725
644,3.31825
645,4.1958
646,0.13435
647,1.0546
648,1.31475
649,1.6398000000000001
650,1.95025
651,0.0406
652,0.5801999999999999
653,0.6207999999999999
654,1.0377999999999998
655,1.08665
656,1.62825
657,2.10865
658,0.60365
659,0.45595
660,0.85665
661,1.6583
662,0.26385
663,0.7096
664,1.58715
665,0.26385
666,0.7096
667,1.58715
668,0.36045
669,1.20595
670,1.64415
671,2.1985
672,2.80175
673,3.3561
674,3.517
675,4.41585
676,5.035299999999999
677,5.4631
678,0.1333
679,0.76235
680,1.0262
681,1.47195
682,2.3495
683,0.45595
684,0.85665
685,1.6583
686,0.9197
687,1.9123
688,2.4501500000000003
689,2.5646000000000004
690,2.6178500000000002
691,3.2309
692,4.06635
693,4.9752
694,0.9988
695,1.4364
696,2.13705
697,2.82415
698,2.93925
699,3.60065
700,3.8608
701,4.185849999999999
702,4.4963
703,0.102
704,0.42485
705,1.26305
706,1.9555
707,0.28395
708,1.28275
709,1.72035
710,2.4210000000000003
711,3.1081000000000003
712,3.2232000000000003
713,3.8846000000000003
714,4.14475
715,4.4698
716,4.7802500000000006
717,0.23435
718,1.20055
719,1.5028000000000001
720,1.9572000000000003
721,2.4131500000000004
722,2.8138500000000004
723,3.6155000000000004
724,0.7596
725,0.7971
726,1.7064
727,2.4292499999999997
728,0.6654
729,1.28555
730,1.646
731,2.4915
732,2.9297
733,3.48405
734,3.6449499999999997
735,4.5438
736,5.16325
737,5.59105
738,0.236
739,0.27659999999999996
740,0.6936
741,0.7424499999999999
742,1.28405
743,1.7644499999999999
744,0.9198
745,0.11445
746,0.1677
747,0.7807499999999999
748,1.6162
749,2.5250500000000002
750,0.11845
751,0.8565499999999999
752,1.2569499999999998
753,1.5428499999999998
754,1.9647499999999998
755,2.0980499999999997
756,2.7270999999999996
757,2.9909499999999998
758,3.4366999999999996
759,4.3142499999999995
760,0.9988
761,1.4364
762,2.13705
763,2.2508
764,2.58645
765,3.0601000000000003
766,3.1944500000000002
767,3.50125
768,3.7904500000000003
769,4.71025
770,0.0375
771,0.9468
772,1.6696499999999999
773,0.9988
774,1.4364
775,2.13705
776,2.82415
777,2.93925
778,3.60065
779,3.8608
780,4.185849999999999
781,4.4963
782,0.45595
783,0.85665
784,1.6583
785,0.70065
786,1.38775
787,1.50285
788,2.16425
789,2.4244
790,2.74945
791,3.0599
792,0.11845
793,0.8565499999999999
794,1.2569499999999998
795,1.5428499999999998
796,1.9647499999999998
797,2.0980499999999997
798,2.7270999999999996
799,2.9909499999999998
800,3.4366999999999996
801,4.3142499999999995
802,0.751
803,1.4111
804,1.91405
805,2.829
806,3.6349
807,4.41585
808,5.3503
809,5.95395
810,0.517
811,0.55095
812,0.7703500000000001
813,1.76295
814,2.3008
815,2.4613500000000004
816,2.9462
817,3.0482
818,3.28425
819,3.38625
820,3.7091
821,4.5473
822,5.4661
823,0.58295
824,0.77355
825,0.8903
826,1.7503
827,2.3674999999999997
828,3.1088999999999998
829,3.8685
830,3.906
831,4.815300000000001
832,5.538150000000001
833,0.1151
834,0.7765
835,1.0366499999999998
836,1.3617
837,1.6721499999999998
838,0.4219
839,0.5552
840,1.18425
841,1.4481
842,1.89385
843,2.7714
844,0.4007
845,1.20235
846,0.4394
847,0.7407
848,1.08295
849,1.6444
850,2.1886
851,3.17485
852,3.5105000000000004
853,3.9841500000000005
854,4.118500000000001
855,4.425300000000001
856,4.714500000000001
857,5.634300000000001
858,0.58295
859,0.77355
860,0.8903
861,1.7503
862,2.3674999999999997
863,3.1088999999999998
864,3.8685
865,3.906
866,4.815300000000001
867,5.538150000000001
868,0.90885
869,0.78095
870,1.7154
871,2.31905
872,0.11675
873,0.97675
874,1.59395
875,2.33535
876,3.09495
877,3.13245
878,4.04175
879,4.764600000000001
880,0.44575
881,1.3233000000000001
882,0.86
883,1.4771999999999998
884,2.2186
885,2.9782
886,3.0157000000000003
887,3.9250000000000003
888,4.64785
889,0.2892
890,1.209
891,0.2194
892,1.212
893,1.74985
894,1.8642999999999998
895,1.9175499999999999
896,2.5305999999999997
897,3.3660499999999995
898,4.2749
899,0.36045
900,1.20595
901,1.64415
902,2.1985
903,2.3594
904,3.25825
905,3.8777
906,4.3055
907,0.32285
908,1.16105
909,2.07985
910,0.4376
911,1.13825
912,1.82535
913,1.94045
914,2.6018499999999998
915,2.8619999999999997
916,3.1870499999999997
917,3.4974999999999996
918,0.72285
919,0.4565
920,1.2335
921,1.4815
922,1.8363
923,2.0723000000000003
924,2.1129000000000002
925,2.5299
926,2.57875
927,3.1203499999999997
928,3.6007499999999997
929,0.61305
930,1.4485000000000001
931,2.3573500000000003
932,0.0375
933,0.9468
934,1.6696499999999999
935,0.32285
936,1.16105
937,2.07985
938,0.6614
939,0.92155
940,1.2466
941,1.5570499999999998
942,0.44575
943,1.3233000000000001
944,0.7381
945,1.09535
946,1.83345
947,2.23385
948,2.5197499999999997
949,2.9416499999999997
950,3.07495
951,3.7039999999999997
952,3.96785
953,4.4136
954,5.29115
955,0.61945
956,1.29115
957,0.4394
958,0.7407
959,1.08295
960,1.6444
961,2.1886
962,3.17485
963,3.5105000000000004
964,3.9841500000000005
965,4.118500000000001
966,4.425300000000001
967,4.714500000000001
968,5.634300000000001
969,0.50295
970,1.4179
971,2.2237999999999998
972,3.0047499999999996
973,3.9391999999999996
974,4.54285
975,0.517
976,0.55095
977,0.7703500000000001
978,1.76295
979,2.3008
980,2.4613500000000004
981,2.9462
982,3.0482
983,3.37105
984,4.20925
985,5.12805
986,0.28395
987,1.28275
988,1.72035
989,2.4210000000000003
990,3.1081000000000003
991,3.2232000000000003
992,3.8846000000000003
993,4.14475
994,4.4698
995,4.7802500000000006
996,0.4004
997,0.6862999999999999
998,1.1081999999999999
999,1.2414999999999998
1000,1.8705499999999997
1001,2.1344
1002,2.5801499999999997
1003,3.4577
1004,0.11445
1005,0.1677
1006,0.7807499999999999
1007,1.6162
1008,2.5250500000000002
1009,0.34225
1010,0.9037
1011,1.4479
1012,2.43415
1013,2.7698
1014,3.24345
1015,3.3778
1016,3.6846
1017,3.9738
1018,4.8936
1019,0.5442
1020,1.53045
1021,1.77515
1022,2.313
1023,2.4274500000000003
1024,2.4807
1025,3.09375
1026,3.9292
1027,4.83805
1028,0.61945
1029,1.04725
1030,0.50295
1031,1.4179
1032,2.2237999999999998
1033,3.0047499999999996
1034,3.9391999999999996
1035,4.54285
1036,0.8455
1037,1.2837
1038,1.83805
1039,1.99895
1040,2.8978
1041,3.51725
1042,3.94505
1043,0.6172
1044,1.3586
1045,2.1182
1046,2.1557
1047,3.065
1048,3.7878499999999997
1049,0.50295
1050,1.4179
1051,2.2237999999999998
1052,3.0047499999999996
1053,3.9391999999999996
1054,4.54285
1055,0.32505
1056,0.6355
1057,0.26015
1058,0.5851999999999999
1059,0.89565
1060,0.3611
1061,0.63995
1062,1.1515
1063,1.38585
1064,2.35205
1065,2.6543
1066,3.1087000000000002
1067,3.5646500000000003
1068,3.9653500000000004
1069,4.767
1070,0.11675
1071,0.97675
1072,1.59395
1073,2.33535
1074,3.09495
1075,3.13245
1076,4.04175
1077,4.764600000000001
1078,0.56145
1079,1.10565
1080,2.0919
1081,2.42755
1082,2.9012000000000002
1083,3.03555
1084,3.34235
1085,3.6315500000000003
1086,4.55135
1087,0.34225
1088,0.9037
1089,1.4479
1090,2.43415
1091,2.7698
1092,3.24345
1093,3.3778
1094,3.6846
1095,3.9738
1096,4.8936
1097,0.27885
1098,0.7904
1099,1.02475
1100,1.99095
1101,2.2932
1102,2.7476000000000003
1103,3.2035500000000003
1104,3.6042500000000004
1105,4.583600000000001
1106,5.306450000000001
1107,0.0406
1108,0.4576
1109,0.50645
1110,1.04805
1111,1.5284499999999999
1112,0.61305
1113,1.4485000000000001
1114,2.3573500000000003
1115,0.517
1116,0.55095
1117,0.7703500000000001
1118,1.76295
1119,2.3008
1120,2.4152500000000003
1121,2.4685
1122,3.08155
1123,3.917
1124,4.82585
1125,0.2892
1126,1.209
1127,0.3013
1128,0.6435500000000001
1129,1.205
1130,1.5080500000000001
1131,1.7274500000000002
1132,2.72005
1133,3.2579000000000002
1134,3.3723500000000004
1135,3.4256
1136,4.0386500000000005
1137,4.8741
1138,5.7829500000000005
1139,0.8382
1140,1.757
1141,0.93445
1142,1.5381
1143,0.6871
1144,0.8022
1145,1.4636
1146,1.72375
1147,2.0488
1148,2.35925
1149,0.04885
1150,0.5904499999999999
1151,1.0708499999999999
1152,0.4278
1153,0.4394
1154,0.7407
1155,1.08295
1156,1.6444
1157,2.1886
1158,3.17485
1159,3.5105000000000004
1160,3.9841500000000005
1161,4.118500000000001
1162,4.425300000000001
1163,4.714500000000001
1164,5.634300000000001
1165,0.05325
1166,0.6663
1167,1.50175
1168,2.4106
1169,0.78095
1170,1.7154
1171,2.31905
1172,0.53785
1173,0.6523000000000001
1174,0.7055500000000001
1175,1.3186
1176,2.15405
1177,3.0629
1178,0.45595
1179,0.85665
1180,1.6583
1181,0.22095
1182,0.2994
1183,0.9653
1184,1.4031
1185,0.248
1186,0.6028
1187,0.8388
1188,0.8794
1189,1.2964
1190,1.34525
1191,1.88685
1192,2.36725
1193,0.3611
1194,0.63995
1195,1.1515
1196,1.38585
1197,2.35205
1198,2.6543
1199,3.1087000000000002
1200,3.5646500000000003
1201,3.9653500000000004
1202,4.767
1203,0.86
1204,1.4771999999999998
1205,2.2186
1206,2.9782
1207,3.0157000000000003
1208,3.9250000000000003
1209,4.64785
1210,0.6713
1211,1.29705
1212,2.04805
1213,2.70815
1214,3.2111
1215,4.12605
1216,4.9319500000000005
1217,5.7129
1218,6.64735
1219,7.251
1220,0.62015
1221,0.9805999999999999
1222,1.8260999999999998
1223,2.2643
1224,2.81865
1225,2.9795499999999997
1226,3.8783999999999996
1227,4.49785
1228,4.92565
1229,0.4565
1230,1.2335
1231,1.4815
1232,1.8363
1233,2.0723000000000003
1234,2.1129000000000002
1235,2.5299
1236,2.57875
1237,3.1203499999999997
1238,3.6007499999999997
1239,0.04885
1240,0.5904499999999999
1241,1.0708499999999999
1242,0.70065
1243,1.38775
1244,1.50285
1245,2.16425
1246,2.4244
1247,2.74945
1248,3.0599
1249,0.51155
1250,0.7741
1251,1.6341
1252,2.2513
1253,2.9927
1254,3.7523
1255,3.7898
1256,4.6991
1257,4.8755
1258,5.3559
1259,0.417
1260,0.46585
1261,1.00745
1262,1.48785
