episodes,rewards,reset
877,3.391759363598835,True
881,-289.388479175267,True
885,-81.84627743252742,True
886,3.391759363598835,True
887,3.391759363598835,True
891,-199.3406152026688,True
892,3.391759363598835,True
896,152.38371509221346,True
900,-155.57241517812312,True
901,3.391759363598835,True
905,-14.246505037432089,True
909,129.4569837887291,True
913,132.94804137053856,True
917,-394.12913231208654,True
921,-96.39513996585926,True
925,-390.0010041392853,True
929,-96.39513996585926,True
930,3.391759363598835,True
934,29.12227069363712,True
938,31.274475895078595,True
939,3.391759363598835,True
940,3.391759363598835,True
944,-228.2821408249562,True
945,3.391759363598835,True
947,-185.65196532372335,True
948,-296.60824063640115,True
950,77.72038068036015,True
954,-138.99295986789988,True
958,-228.03668455522208,True
962,-12.615336554017105,True
966,-149.47840542681496,True
967,3.391759363598835,True
968,3.391759363598835,True
972,-6.947528143792738,True
973,3.391759363598835,True
