,actions,next_state,start,positions,rewards,possibility
3981.81825136,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[3981.8182513588081, 3981.8182513588081, 3981.8182513588081, 3981.8182513588081, 3981.8182513588081, 3981.8182513588081, 3981.8182513588081, 3981.8182513588081, 3981.8182513588081]",331,"[331.0, 331.0, 331.0, 331.0, 331.0, 331.0, 331.0, 331.0, 331.0]","[-100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]"
10883.9625768,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[10883.962576821816, 10883.962576821816, 10883.962576821816, 10883.962576821816, 10883.962576821816, 10883.962576821816, 10883.962576821816, 10883.962576821816, 10883.962576821816]",332,"[332.0, 332.0, 332.0, 332.0, 332.0, 332.0, 332.0, 332.0, 332.0]","[-100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]"
89.4521588278,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[89.452158827797206, 89.452158827797206, 89.452158827797206, 89.452158827797206, 89.452158827797206, 89.452158827797206, 89.452158827797206, 89.452158827797206, 89.452158827797206]",333,"[333.0, 333.0, 333.0, 333.0, 333.0, 333.0, 333.0, 333.0, 333.0]","[-100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]"
161.4636575,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[161.46365750022238, 161.46365750022238, 161.46365750022238, 161.46365750022238, 161.46365750022238, 161.46365750022238, 161.46365750022238, 161.46365750022238, 161.46365750022238]",334,"[334.0, 334.0, 334.0, 334.0, 334.0, 334.0, 334.0, 334.0, 334.0]","[-100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]"
502.293148572,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[502.29314857222016, 502.29314857222016, 502.29314857222016, 502.29314857222016, 502.29314857222016, 502.29314857222016, 502.29314857222016, 502.29314857222016, 502.29314857222016]",335,"[335.0, 335.0, 335.0, 335.0, 335.0, 335.0, 335.0, 335.0, 335.0]","[-100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]"
295.586828761,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[295.58682876078115, 295.58682876078115, 295.58682876078115, 295.58682876078115, 295.58682876078115, 295.58682876078115, 295.58682876078115, 295.58682876078115, 295.58682876078115]",336,"[336.0, 336.0, 336.0, 336.0, 336.0, 336.0, 336.0, 336.0, 336.0]","[-100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]"
4.94118641771,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[4.9411864177136655, 4.9411864177136655, 4.9411864177136655, 4.9411864177136655, 4.9411864177136655, 4.9411864177136655, 4.9411864177136655, 4.9411864177136655, 4.9411864177136655]",337,"[337.0, 337.0, 337.0, 337.0, 337.0, 337.0, 337.0, 337.0, 337.0]","[-100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]"
9786.3356897,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[9786.3356897013564, 9786.3356897013564, 9786.3356897013564, 9786.3356897013564, 9786.3356897013564, 9786.3356897013564, 9786.3356897013564, 9786.3356897013564, 9786.3356897013564]",338,"[338.0, 338.0, 338.0, 338.0, 338.0, 338.0, 338.0, 338.0, 338.0]","[-100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]"
1274.18945322,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[1274.1894532185522, 1274.1894532185522, 1274.1894532185522, 1274.1894532185522, 1274.1894532185522, 1274.1894532185522, 1274.1894532185522, 1274.1894532185522, 1274.1894532185522]",339,"[339.0, 339.0, 339.0, 339.0, 339.0, 339.0, 339.0, 339.0, 339.0]","[-100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]"
461.364345019,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[461.36434501873237, 461.36434501873237, 461.36434501873237, 461.36434501873237, 461.36434501873237, 461.36434501873237, 461.36434501873237, 461.36434501873237, 461.36434501873237]",340,"[340.0, 340.0, 340.0, 340.0, 340.0, 340.0, 340.0, 340.0, 340.0]","[-100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]"
